Date,Max Hourly Temp (C),Min Hourly Temp (C),Max Wind Speed (m/s),Daily Precip (mm)
1/1/2010,-11.11111111111111,-16.666666666666668,6.7056,0.0
1/2/2010,-14.444444444444445,-20.555555555555557,6.7056,0.0
1/3/2010,-12.222222222222221,-21.11111111111111,4.91744,0.0
1/4/2010,-11.666666666666666,-18.88888888888889,8.9408,0.0
1/5/2010,-12.222222222222221,-18.333333333333332,7.15264,0.0
1/6/2010,-7.777777777777778,-19.444444444444443,3.57632,0.0
1/7/2010,-5.555555555555555,-12.222222222222221,11.176,6.500000000000003
1/8/2010,-7.222222222222222,-14.444444444444445,8.9408,0.0
1/9/2010,-12.777777777777779,-22.77777777777778,7.15264,0.0
1/10/2010,-7.222222222222222,-24.444444444444443,8.04672,0.0
1/11/2010,-5.0,-8.88888888888889,7.15264,0.0
1/12/2010,-3.3333333333333335,-11.11111111111111,6.7056,0.0
1/13/2010,0.5555555555555556,-11.666666666666666,7.59968,0.0
1/14/2010,2.7777777777777777,-3.888888888888889,6.7056,0.0
1/15/2010,1.6666666666666667,-1.1111111111111112,3.57632,0.0
1/16/2010,0.5555555555555556,-2.2222222222222223,3.57632,0.0
1/17/2010,0.0,-2.7777777777777777,7.15264,0.0
1/18/2010,1.1111111111111112,0.0,4.91744,0.0
1/19/2010,0.0,-2.7777777777777777,6.7056,0.0
1/20/2010,0.0,-2.7777777777777777,9.83488,0.9999999999999999
1/21/2010,1.1111111111111112,0.0,9.38784,5.3
1/22/2010,2.2222222222222223,0.0,7.59968,0.30000000000000004
1/23/2010,7.222222222222222,1.1111111111111112,9.83488,0.0
